"","ensembl_gene_id","external_gene_name","chromosome_name","transcript_biotype"
"9456","ENSDARG00000113584","","6","protein_coding"
"9457","ENSDARG00000098761","rgs2","22","protein_coding"
"9458","ENSDARG00000099684","trim35-24","3","protein_coding"
"9459","ENSDARG00000092376","","20","protein_coding"
"9460","ENSDARG00000016706","atic","1","protein_coding"
"9461","ENSDARG00000100953","","25","protein_coding"
"9462","ENSDARG00000103364","cs","23","protein_coding"
"9463","ENSDARG00000100024","hist1h2a6","7","protein_coding"
"9464","ENSDARG00000038306","tsc22d1","9","protein_coding"
"9465","ENSDARG00000041306","mrps25","8","protein_coding"
"9466","ENSDARG00000088181","MPPED1","4","protein_coding"
"9467","ENSDARG00000055163","epoa","7","protein_coding"
"9468","ENSDARG00000098730","en1b","1","protein_coding"
"9469","ENSDARG00000092455","","3","protein_coding"
"9470","ENSDARG00000058079","txndc17","15","protein_coding"
"9471","ENSDARG00000017431","mindy2","7","protein_coding"
"9472","ENSDARG00000089009","","14","protein_coding"
"9473","ENSDARG00000099257","","7","protein_coding"
"9474","ENSDARG00000012177","rab4b","15","protein_coding"
"9475","ENSDARG00000018111","kdm7aa","4","protein_coding"
"9476","ENSDARG00000105416","","14","protein_coding"
"9477","ENSDARG00000014804","cacna2d1a","4","protein_coding"
"9478","ENSDARG00000092390","","20","protein_coding"
"9479","ENSDARG00000018569","tnfrsf1a","16","protein_coding"
"9480","ENSDARG00000015607","","7","protein_coding"
"9481","ENSDARG00000078492","swi5","10","protein_coding"
"9482","ENSDARG00000051809","btr12","7","protein_coding"
"9483","ENSDARG00000104588","si:ch73-368j24.8","7","protein_coding"
"9484","ENSDARG00000101720","","7","protein_coding"
"9485","ENSDARG00000105483","zgc:112234","7","protein_coding"
"9486","ENSDARG00000089853","","1","protein_coding"
"9487","ENSDARG00000021853","ntpcr","13","protein_coding"
"9488","ENSDARG00000076010","twist1b","16","protein_coding"
"9489","ENSDARG00000088686","hist1h2a11","7","protein_coding"
"9490","ENSDARG00000061288","kcnc4","8","protein_coding"
"9491","ENSDARG00000052494","pcdh18b","14","protein_coding"
"9492","ENSDARG00000104960","","15","protein_coding"
"9493","ENSDARG00000096802","","20","protein_coding"
"9494","ENSDARG00000101041","ccl39.1","25","protein_coding"
"9495","ENSDARG00000062396","","23","protein_coding"
"9496","ENSDARG00000016783","srsf6b","11","protein_coding"
"9497","ENSDARG00000033533","ccdc115","23","protein_coding"
"9498","ENSDARG00000035751","ipo7","7","protein_coding"
"9499","ENSDARG00000010317","gpr183a","9","protein_coding"
"9500","ENSDARG00000032102","prdx3","13","protein_coding"
"9501","ENSDARG00000078163","HPSE2","13","protein_coding"
"9502","ENSDARG00000055607","","16","protein_coding"
"9503","ENSDARG00000039729","ASAP1","24","protein_coding"
"9504","ENSDARG00000089159","acot14","4","protein_coding"
"9505","ENSDARG00000025465","spon2a","14","protein_coding"
"9506","ENSDARG00000078188","fhip1b","9","protein_coding"
"9507","ENSDARG00000033845","","15","protein_coding"
"9508","ENSDARG00000073757","PDZRN3","23","protein_coding"
"9509","ENSDARG00000033978","nxn","15","protein_coding"
"9510","ENSDARG00000055868","rsl1d1","12","protein_coding"
"9511","ENSDARG00000093994","","4","protein_coding"
"9512","ENSDARG00000039338","GADD45GIP1","3","protein_coding"
"9513","ENSDARG00000054438","fzd2","3","protein_coding"
"9514","ENSDARG00000042683","si:dkey-15j16.3","20","protein_coding"
"9515","ENSDARG00000038030","rbx1","3","protein_coding"
"9516","ENSDARG00000032963","her12","23","protein_coding"
"9517","ENSDARG00000012946","syap1","23","protein_coding"
"9518","ENSDARG00000071657","si:dkey-19a16.4","22","protein_coding"
"9519","ENSDARG00000101960","","4","protein_coding"
"9520","ENSDARG00000045490","ndufb2","4","protein_coding"
"9521","ENSDARG00000062000","ABTB2","25","protein_coding"
"9522","ENSDARG00000032743","si:dkey-11p23.7","16","protein_coding"
"9523","ENSDARG00000078894","hemk1","6","protein_coding"
"9524","ENSDARG00000004291","hecw1b","2","protein_coding"
"9525","ENSDARG00000009471","","20","protein_coding"
"9526","ENSDARG00000023316","sim1a","16","protein_coding"
"9527","ENSDARG00000101458","","22","protein_coding"
"9528","ENSDARG00000075571","BICD2","11","protein_coding"
"9529","ENSDARG00000076302","dtx4a","7","protein_coding"
"9530","ENSDARG00000086612","","21","protein_coding"
"9531","ENSDARG00000043550","enkd1","8","protein_coding"
"9532","ENSDARG00000040396","bcl7bb","18","protein_coding"
"9533","ENSDARG00000086573","OMG","10","protein_coding"
"9534","ENSDARG00000057708","phtf1","11","protein_coding"
"9535","ENSDARG00000098453","PANK4","11","protein_coding"
"9536","ENSDARG00000078479","mocs1","17","protein_coding"
"9537","ENSDARG00000031632","chst10","1","protein_coding"
"9538","ENSDARG00000058445","zgc:136472","1","protein_coding"
"9539","ENSDARG00000069723","","18","protein_coding"
"9540","ENSDARG00000110986","","21","protein_coding"
"9541","ENSDARG00000114964","","19","protein_coding"
"9542","ENSDARG00000076623","","19","protein_coding"
"9543","ENSDARG00000078918","comtd1","13","protein_coding"
"9544","ENSDARG00000115843","","23","protein_coding"
"9545","ENSDARG00000101559","","19","protein_coding"
"9546","ENSDARG00000102303","trim35-21","3","protein_coding"
"9547","ENSDARG00000031100","ivns1abpa","20","protein_coding"
"9548","ENSDARG00000062450","rnf115a","16","protein_coding"
"9549","ENSDARG00000100479","zgc:173720","4","protein_coding"
"9550","ENSDARG00000076483","dhrs13b.2","15","protein_coding"
"9551","ENSDARG00000093248","","16","protein_coding"
"9552","ENSDARG00000092094","","13","protein_coding"
"9553","ENSDARG00000026629","gmds","20","protein_coding"
"9554","ENSDARG00000062467","stra6l","1","protein_coding"
"9555","ENSDARG00000014081","FAM184A","20","protein_coding"
"9556","ENSDARG00000074222","rap1gap2b","21","protein_coding"
"9557","ENSDARG00000056616","","13","protein_coding"
"9558","ENSDARG00000100396","pip5k1aa","19","protein_coding"
"9559","ENSDARG00000095902","","10","protein_coding"
"9560","ENSDARG00000045675","mdm1","4","protein_coding"
"9561","ENSDARG00000087745","","11","protein_coding"
"9562","ENSDARG00000035622","xbp1","5","protein_coding"
"9563","ENSDARG00000068576","","18","protein_coding"
"9564","ENSDARG00000104016","","18","protein_coding"
"9565","ENSDARG00000040717","macc1","16","protein_coding"
"9566","ENSDARG00000092605","znf1003","22","protein_coding"
"9567","ENSDARG00000031046","nr1h5","8","protein_coding"
"9568","ENSDARG00000031774","pus7","25","protein_coding"
"9569","ENSDARG00000033594","ido1","8","protein_coding"
"9570","ENSDARG00000036175","PCDH1","14","protein_coding"
"9571","ENSDARG00000092583","","4","protein_coding"
"9572","ENSDARG00000003308","emc2","16","protein_coding"
"9573","ENSDARG00000093052","","21","protein_coding"
"9574","ENSDARG00000110100","","22","protein_coding"
"9575","ENSDARG00000045554","SNX20","25","protein_coding"
"9576","ENSDARG00000022905","","22","protein_coding"
"9577","ENSDARG00000037425","s100a10a","19","protein_coding"
"9578","ENSDARG00000099385","","7","protein_coding"
"9579","ENSDARG00000112789","","13","protein_coding"
"9580","ENSDARG00000027154","tpd52l2a","8","protein_coding"
"9581","ENSDARG00000094242","","22","protein_coding"
"9582","ENSDARG00000103690","vipas39","20","protein_coding"
"9583","ENSDARG00000003375","gng12a","2","protein_coding"
"9584","ENSDARG00000020600","rnf144aa","17","protein_coding"
"9585","ENSDARG00000025718","cxxc1b","11","protein_coding"
"9586","ENSDARG00000100558","slbp","14","protein_coding"
"9587","ENSDARG00000094577","cdc42se2","10","protein_coding"
"9588","ENSDARG00000017023","ak7b","17","protein_coding"
"9589","ENSDARG00000042846","disp2","17","protein_coding"
"9590","ENSDARG00000071719","","22","protein_coding"
"9591","ENSDARG00000078440","CCDC88A","6","protein_coding"
"9592","ENSDARG00000062469","hipk3a","25","protein_coding"
"9593","ENSDARG00000004270","atl3","14","protein_coding"
"9594","ENSDARG00000006290","ndufs5","19","protein_coding"
"9595","ENSDARG00000014138","acot8","11","protein_coding"
"9596","ENSDARG00000096576","","1","protein_coding"
"9597","ENSDARG00000045673","il22","4","protein_coding"
"9598","ENSDARG00000078924","TMCO4","23","protein_coding"
"9599","ENSDARG00000105255","","12","protein_coding"
"9600","ENSDARG00000043213","adam17a","17","protein_coding"
"9601","ENSDARG00000104430","olfcj1","18","protein_coding"
"9602","ENSDARG00000077356","SYPL1","4","protein_coding"
"9603","ENSDARG00000092246","","22","protein_coding"
"9604","ENSDARG00000052893","rx3","21","protein_coding"
"9605","ENSDARG00000042477","nr2c2","8","protein_coding"
"9606","ENSDARG00000060529","nkx6.3","8","protein_coding"
"9607","ENSDARG00000062971","sdhaf2","7","protein_coding"
"9608","ENSDARG00000016448","vtg3","11","protein_coding"
"9609","ENSDARG00000041703","rrbp1b","22","protein_coding"
"9610","ENSDARG00000070470","sh3rf1","20","protein_coding"
"9611","ENSDARG00000012609","hpxa","9","protein_coding"
"9612","ENSDARG00000006923","cacna1ab","11","protein_coding"
"9613","ENSDARG00000070498","phyhiplb","12","protein_coding"
"9614","ENSDARG00000110106","","22","protein_coding"
"9615","ENSDARG00000079544","","3","protein_coding"
"9616","ENSDARG00000017740","sec63","20","protein_coding"
"9617","ENSDARG00000062053","kifbp","13","protein_coding"
"9618","ENSDARG00000101885","","22","protein_coding"
"9619","ENSDARG00000099213","glyr1","3","protein_coding"
"9620","ENSDARG00000094309","","22","protein_coding"
"9621","ENSDARG00000036542","PKNOX1","1","protein_coding"
"9622","ENSDARG00000040713","rbbp9","22","protein_coding"
"9623","ENSDARG00000025081","grnb","24","protein_coding"
"9624","ENSDARG00000074229","PRR12","12","protein_coding"
"9625","ENSDARG00000053104","eeig2a","2","protein_coding"
"9626","ENSDARG00000027428","rpp30","12","protein_coding"
"9627","ENSDARG00000095355","","22","protein_coding"
"9628","ENSDARG00000028521","","3","protein_coding"
"9629","ENSDARG00000045544","hgfa","4","protein_coding"
"9630","ENSDARG00000077157","","1","protein_coding"
"9631","ENSDARG00000007597","bloc1s4","19","protein_coding"
"9632","ENSDARG00000097588","","3","protein_coding"
"9633","ENSDARG00000070502","","1","protein_coding"
"9634","ENSDARG00000088924","","14","protein_coding"
"9635","ENSDARG00000101374","","4","protein_coding"
"9636","ENSDARG00000070272","","9","protein_coding"
"9637","ENSDARG00000076192","ankrd1b","12","protein_coding"
"9638","ENSDARG00000100538","","24","protein_coding"
"9639","ENSDARG00000026766","bcl2l10","18","protein_coding"
"9640","ENSDARG00000098334","exosc3","14","protein_coding"
"9641","ENSDARG00000078002","","5","protein_coding"
"9642","ENSDARG00000088961","","4","protein_coding"
"9643","ENSDARG00000002945","bgnb","23","protein_coding"
"9644","ENSDARG00000062757","zgc:158403","3","protein_coding"
"9645","ENSDARG00000020232","eif6","6","protein_coding"
"9646","ENSDARG00000074301","cth","6","protein_coding"
"9647","ENSDARG00000079263","si:dkeyp-2e4.2","13","protein_coding"
"9648","ENSDARG00000001777","nup155","10","protein_coding"
"9649","ENSDARG00000086825","","20","protein_coding"
"9650","ENSDARG00000097869","","15","protein_coding"
"9651","ENSDARG00000100352","AGL","24","protein_coding"
"9652","ENSDARG00000075559","ppm1g","13","protein_coding"
"9653","ENSDARG00000040966","zgc:113149","15","protein_coding"
"9654","ENSDARG00000058638","si:ch211-71m22.1","2","protein_coding"
"9655","ENSDARG00000094805","","7","protein_coding"
"9656","ENSDARG00000055377","gnb5b","18","protein_coding"
"9657","ENSDARG00000014775","zgc:113220","22","protein_coding"
"9658","ENSDARG00000017661","braf","4","protein_coding"
"9659","ENSDARG00000043581","gadd45aa","2","protein_coding"
"9660","ENSDARG00000078979","","7","protein_coding"
"9661","ENSDARG00000105035","anapc2","5","protein_coding"
"9662","ENSDARG00000056598","","13","protein_coding"
"9663","ENSDARG00000055185","tm4sf5","7","protein_coding"
"9664","ENSDARG00000003054","tacr3l","1","protein_coding"
"9665","ENSDARG00000089236","mettl15","7","protein_coding"
"9666","ENSDARG00000061769","bmp10","5","protein_coding"
"9667","ENSDARG00000078257","","10","protein_coding"
"9668","ENSDARG00000088567","VPS72","16","protein_coding"
"9669","ENSDARG00000003599","rpl3","3","protein_coding"
"9670","ENSDARG00000005586","zbtb20","5","protein_coding"
"9671","ENSDARG00000110046","","24","protein_coding"
"9672","ENSDARG00000074238","BRPF3","8","protein_coding"
"9673","ENSDARG00000044811","cdk9","21","protein_coding"
"9674","ENSDARG00000062057","zgc:174945","1","protein_coding"
"9675","ENSDARG00000102328","","23","protein_coding"
"9676","ENSDARG00000077955","rnf6","24","protein_coding"
"9677","ENSDARG00000101759","homer1b","5","protein_coding"
"9678","ENSDARG00000024211","ifng1","4","protein_coding"
"9679","ENSDARG00000021539","ephb2b","11","protein_coding"
"9680","ENSDARG00000058992","CERS2","16","protein_coding"
"9681","ENSDARG00000097510","si:dkey-245f22.3","11","protein_coding"
"9682","ENSDARG00000059226","zbtb8a","17","protein_coding"
"9683","ENSDARG00000042272","tmem231","25","protein_coding"
"9684","ENSDARG00000015917","rnft1","10","protein_coding"
"9685","ENSDARG00000062106","KLF5","9","protein_coding"
"9686","ENSDARG00000005640","adat3","9","protein_coding"
"9687","ENSDARG00000045760","prmt8b","4","protein_coding"
"9688","ENSDARG00000101986","irf6","22","protein_coding"
"9689","ENSDARG00000027159","fbxo28","13","protein_coding"
"9690","ENSDARG00000004174","cnot1","25","protein_coding"
"9691","ENSDARG00000086569","zgc:172051","3","protein_coding"
"9692","ENSDARG00000037507","kctd12b","14","protein_coding"
"9693","ENSDARG00000069832","sfxn4","13","protein_coding"
"9694","ENSDARG00000100805","","17","protein_coding"
"9695","ENSDARG00000074305","","20","protein_coding"
"9696","ENSDARG00000062577","ARHGAP35","15","protein_coding"
"9697","ENSDARG00000007067","","22","protein_coding"
"9698","ENSDARG00000017571","mccc2","5","protein_coding"
"9699","ENSDARG00000112183","","13","protein_coding"
"9700","ENSDARG00000004598","or30bw1","15","protein_coding"
"9701","ENSDARG00000030270","tnnt3a","25","protein_coding"
"9702","ENSDARG00000032565","cacng2a","3","protein_coding"
"9703","ENSDARG00000102571","metap2b","25","protein_coding"
"9704","ENSDARG00000038681","MFAP4","1","protein_coding"
"9705","ENSDARG00000052696","bdh2","1","protein_coding"
"9706","ENSDARG00000014840","prph2b","13","protein_coding"
"9707","ENSDARG00000103464","pggt1b","8","protein_coding"
"9708","ENSDARG00000101775","zgc:172014","4","protein_coding"
"9709","ENSDARG00000019253","rhag","20","protein_coding"
"9710","ENSDARG00000078657","FNDC10","22","protein_coding"
"9711","ENSDARG00000014675","","19","protein_coding"
"9712","ENSDARG00000046150","B4GALNT4","25","protein_coding"
"9713","ENSDARG00000031216","ssu72","22","protein_coding"
"9714","ENSDARG00000098746","dhrs13l1","14","protein_coding"
"9715","ENSDARG00000022213","uck2b","2","protein_coding"
"9716","ENSDARG00000032197","klf12b","9","protein_coding"
"9717","ENSDARG00000077880","","14","protein_coding"
"9718","ENSDARG00000054318","stk33","7","protein_coding"
"9719","ENSDARG00000028442","cplane2","6","protein_coding"
"9720","ENSDARG00000059116","HEATR5B","13","protein_coding"
"9721","ENSDARG00000024789","mxc","9","protein_coding"
"9722","ENSDARG00000009610","","7","protein_coding"
"9723","ENSDARG00000056643","slc22a7b.1","17","protein_coding"
"9724","ENSDARG00000078763","","24","protein_coding"
"9725","ENSDARG00000060679","kdm1a","17","protein_coding"
"9726","ENSDARG00000076360","COA1","2","protein_coding"
"9727","ENSDARG00000045064","ablim1b","12","protein_coding"
"9728","ENSDARG00000031814","dhrs13b.1","15","protein_coding"
"9729","ENSDARG00000075732","","20","protein_coding"
"9730","ENSDARG00000053476","lipca","7","protein_coding"
"9731","ENSDARG00000062101","IFFO2","23","protein_coding"
"9732","ENSDARG00000036956","asxl1","23","protein_coding"
"9733","ENSDARG00000078797","DENND3","19","protein_coding"
"9734","ENSDARG00000092525","","10","protein_coding"
"9735","ENSDARG00000019294","cbln8","7","protein_coding"
"9736","ENSDARG00000037506","prps1b","14","protein_coding"
"9737","ENSDARG00000056549","vps26a","13","protein_coding"
"9738","ENSDARG00000076218","","8","protein_coding"
"9739","ENSDARG00000099617","sdr39u1","2","protein_coding"
"9740","ENSDARG00000006983","CELF3","16","protein_coding"
"9741","ENSDARG00000031915","hif1an","13","protein_coding"
"9742","ENSDARG00000045014","tuba2","11","protein_coding"
"9743","ENSDARG00000008363","mcl1b","16","protein_coding"
"9744","ENSDARG00000026499","ppm1e","10","protein_coding"
"9745","ENSDARG00000116558","","19","protein_coding"
"9746","ENSDARG00000102459","olfcg5","18","protein_coding"
"9747","ENSDARG00000053468","adam10a","7","protein_coding"
"9748","ENSDARG00000104311","scmh1","16","protein_coding"
"9749","ENSDARG00000021859","erap1b","5","protein_coding"
"9750","ENSDARG00000078259","BNIP1","14","protein_coding"
"9751","ENSDARG00000012196","FER","5","protein_coding"
"9752","ENSDARG00000086990","carmil3","2","protein_coding"
"9753","ENSDARG00000015059","DAAM1","17","protein_coding"
"9754","ENSDARG00000070867","smx5","6","protein_coding"
"9755","ENSDARG00000062329","B4GALT3","23","protein_coding"
